dc_id,retailer_id,distance_km,cost_nonrefrig_per_unit,refrig_premium_per_unit,total_cost_refrig_per_unit,emit_nonrefrig_kgco2_per_unit,emit_refrig_kgco2_per_unit,travel_time_hrs,decay_nonrefrig,decay_refrig
D001,R283,1539.88,61.5952,43.1166,104.7118,0.095473,0.161687,38.5,0.2416,0.0277
D001,R284,1491.72,59.6688,41.7682,101.437,0.092487,0.156631,37.29,0.2397,0.0275
D001,R285,1463.29,58.5316,40.9721,99.5037,0.090724,0.153645,36.58,0.2385,0.0273
D001,R286,1530.46,61.2184,42.8529,104.0713,0.094889,0.160698,38.26,0.2412,0.0277
D001,R287,1638.95,65.558,45.8906,111.4486,0.101615,0.17209,40.97,0.2456,0.0282
D001,R288,1610.11,64.4044,45.0831,109.4875,0.099827,0.169062,40.25,0.2444,0.0281
D001,R289,1571.68,62.8672,44.007,106.8742,0.097444,0.165026,39.29,0.2429,0.0279
D001,R290,1650.4,66.016,46.2112,112.2272,0.102325,0.173292,41.26,0.246,0.0283
D001,R291,1557.01,62.2804,43.5963,105.8767,0.096535,0.163486,38.93,0.2423,0.0278
D001,R292,1532.56,61.3024,42.9117,104.2141,0.095019,0.160919,38.31,0.2413,0.0277
D001,R293,1495.29,59.8116,41.8681,101.6797,0.092708,0.157005,37.38,0.2398,0.0275
D001,R294,1537.69,61.5076,43.0553,104.5629,0.095337,0.161457,38.44,0.2415,0.0277
D001,R295,1530.52,61.2208,42.8546,104.0754,0.094892,0.160705,38.26,0.2412,0.0277
D001,R296,861.18,34.4472,24.113,58.5602,0.053393,0.090424,21.53,0.2144,0.0243
D001,R297,881.75,35.27,24.689,59.959,0.054669,0.092584,22.04,0.2153,0.0244
D001,R298,913.15,36.526,25.5682,62.0942,0.056615,0.095881,22.83,0.2165,0.0246
D001,R299,947.8,37.912,26.5384,64.4504,0.058764,0.099519,23.7,0.2179,0.0247
D001,R300,878.45,35.138,24.5966,59.7346,0.054464,0.092237,21.96,0.2151,0.0244
D001,R301,1094.91,43.7964,30.6575,74.4539,0.067884,0.114966,27.37,0.2238,0.0255
D001,R302,1119.4,44.776,31.3432,76.1192,0.069403,0.117537,27.99,0.2248,0.0256
D001,R303,1076.47,43.0588,30.1412,73.2,0.066741,0.113029,26.91,0.2231,0.0254
D001,R304,1089.62,43.5848,30.5094,74.0942,0.067556,0.11441,27.24,0.2236,0.0254
D001,R305,1134.14,45.3656,31.7559,77.1215,0.070317,0.119085,28.35,0.2254,0.0257
D001,R306,881.17,35.2468,24.6728,59.9196,0.054633,0.092523,22.03,0.2152,0.0244
D001,R307,825.07,33.0028,23.102,56.1048,0.051154,0.086632,20.63,0.213,0.0241
D001,R308,825.21,33.0084,23.1059,56.1143,0.051163,0.086647,20.63,0.213,0.0241
D001,R309,888.86,35.5544,24.8881,60.4425,0.055109,0.09333,22.22,0.2156,0.0244
D001,R310,801.29,32.0516,22.4361,54.4877,0.04968,0.084135,20.03,0.2121,0.024
D001,R311,932.75,37.31,26.117,63.427,0.05783,0.097939,23.32,0.2173,0.0247
D001,R312,899.73,35.9892,25.1924,61.1816,0.055783,0.094472,22.49,0.216,0.0245
D001,R313,924.23,36.9692,25.8784,62.8476,0.057302,0.097044,23.11,0.217,0.0246
D001,R314,959.11,38.3644,26.8551,65.2195,0.059465,0.100707,23.98,0.2184,0.0248
D001,R315,918.27,36.7308,25.7116,62.4424,0.056933,0.096418,22.96,0.2167,0.0246
D001,R316,607.22,24.2888,17.0022,41.291,0.037648,0.063758,15.18,0.2043,0.023
D001,R317,647.25,25.89,18.123,44.013,0.040129,0.067961,16.18,0.2059,0.0232
D001,R318,713.43,28.5372,19.976,48.5132,0.044233,0.07491,17.84,0.2085,0.0236
D001,R319,631.8,25.272,17.6904,42.9624,0.039172,0.066339,15.79,0.2053,0.0232
D001,R320,699.26,27.9704,19.5793,47.5497,0.043354,0.073422,17.48,0.208,0.0235
D001,R321,655.65,26.226,18.3582,44.5842,0.04065,0.068843,16.39,0.2062,0.0233
D001,R322,619.8,24.792,17.3544,42.1464,0.038428,0.065079,15.49,0.2048,0.0231
D001,R323,615.12,24.6048,17.2234,41.8282,0.038137,0.064588,15.38,0.2046,0.0231
D001,R324,640.49,25.6196,17.9337,43.5533,0.03971,0.067251,16.01,0.2056,0.0232
D001,R325,565.03,22.6012,15.8208,38.422,0.035032,0.059328,14.13,0.2026,0.0228
D001,R326,741.65,29.666,20.7662,50.4322,0.045982,0.077873,18.54,0.2097,0.0237
D001,R327,663.15,26.526,18.5682,45.0942,0.041115,0.069631,16.58,0.2065,0.0233
D001,R328,758.77,30.3508,21.2456,51.5964,0.047044,0.079671,18.97,0.2104,0.0238
D001,R329,730.54,29.2216,20.4551,49.6767,0.045293,0.076707,18.26,0.2092,0.0237
D001,R330,787.23,31.4892,22.0424,53.5316,0.048808,0.082659,19.68,0.2115,0.0239
D001,R331,610.6,24.424,17.0968,41.5208,0.037857,0.064113,15.27,0.2044,0.0231
D001,R332,557.17,22.2868,15.6008,37.8876,0.034545,0.058503,13.93,0.2023,0.0228
D001,R333,580.7,23.228,16.2596,39.4876,0.036003,0.060974,14.52,0.2032,0.0229
D001,R334,520.33,20.8132,14.5692,35.3824,0.03226,0.054635,13.01,0.2008,0.0226
D001,R335,508.11,20.3244,14.2271,34.5515,0.031503,0.053352,12.7,0.2003,0.0225
D001,R336,656.08,26.2432,18.3702,44.6134,0.040677,0.068888,16.4,0.2062,0.0233
D001,R337,635.93,25.4372,17.806,43.2432,0.039428,0.066773,15.9,0.2054,0.0232
D001,R338,653.19,26.1276,18.2893,44.4169,0.040498,0.068585,16.33,0.2061,0.0233
D001,R339,642.06,25.6824,17.9777,43.6601,0.039808,0.067416,16.05,0.2057,0.0232
D001,R340,682.44,27.2976,19.1083,46.4059,0.042311,0.071656,17.06,0.2073,0.0234
D001,R341,1325.34,53.0136,37.1095,90.1231,0.082171,0.139161,33.13,0.233,0.0266
D001,R342,1344.47,53.7788,37.6452,91.424,0.083357,0.141169,33.61,0.2338,0.0267
D001,R343,1339.71,53.5884,37.5119,91.1003,0.083062,0.14067,33.49,0.2336,0.0267
D001,R344,1398.76,55.9504,39.1653,95.1157,0.086723,0.14687,34.97,0.236,0.027
D001,R345,1394.58,55.7832,39.0482,94.8314,0.086464,0.146431,34.86,0.2358,0.027
D001,R346,1291.28,51.6512,36.1558,87.807,0.080059,0.135584,32.28,0.2317,0.0265
D001,R347,1289.72,51.5888,36.1122,87.701,0.079963,0.135421,32.24,0.2316,0.0264
D001,R348,1359.78,54.3912,38.0738,92.465,0.084306,0.142777,33.99,0.2344,0.0268
D001,R349,1328.37,53.1348,37.1944,90.3292,0.082359,0.139479,33.21,0.2331,0.0266
D001,R350,1345.49,53.8196,37.6737,91.4933,0.08342,0.141276,33.64,0.2338,0.0267
D001,R351,1382.35,55.294,38.7058,93.9998,0.085706,0.145147,34.56,0.2353,0.0269
D001,R352,1397.75,55.91,39.137,95.047,0.086661,0.146764,34.94,0.2359,0.027
D001,R353,1386.74,55.4696,38.8287,94.2983,0.085978,0.145608,34.67,0.2355,0.0269
D001,R354,1436.46,57.4584,40.2209,97.6793,0.089061,0.150828,35.91,0.2375,0.0272
D001,R355,1398.77,55.9508,39.1656,95.1164,0.086724,0.146871,34.97,0.236,0.027
D001,R356,1389.69,55.5876,38.9113,94.4989,0.086161,0.145917,34.74,0.2356,0.0269
D001,R357,1407.91,56.3164,39.4215,95.7379,0.08729,0.147831,35.2,0.2363,0.027
D001,R358,1376.08,55.0432,38.5302,93.5734,0.085317,0.144488,34.4,0.235,0.0269
D001,R359,1411.52,56.4608,39.5226,95.9834,0.087514,0.14821,35.29,0.2365,0.0271
D001,R360,1346.39,53.8556,37.6989,91.5545,0.083476,0.141371,33.66,0.2339,0.0267
D001,R361,1117.31,44.6924,31.2847,75.9771,0.069273,0.117318,27.93,0.2247,0.0256
D001,R362,1123.88,44.9552,31.4686,76.4238,0.069681,0.118007,28.1,0.225,0.0256
D001,R363,1175.56,47.0224,32.9157,79.9381,0.072885,0.123434,29.39,0.227,0.0259
D001,R364,1124.15,44.966,31.4762,76.4422,0.069697,0.118036,28.1,0.225,0.0256
D001,R365,1066.94,42.6776,29.8743,72.5519,0.06615,0.112029,26.67,0.2227,0.0253
D001,R366,1138.88,45.5552,31.8886,77.4438,0.070611,0.119582,28.47,0.2256,0.0257
D001,R367,1064.43,42.5772,29.804,72.3812,0.065995,0.111765,26.61,0.2226,0.0253
D001,R368,1176.18,47.0472,32.933,79.9802,0.072923,0.123499,29.4,0.227,0.0259
D001,R369,1172.11,46.8844,32.8191,79.7035,0.072671,0.123072,29.3,0.2269,0.0259
D001,R370,1115.87,44.6348,31.2444,75.8792,0.069184,0.117166,27.9,0.2246,0.0256
D001,R371,1160.79,46.4316,32.5021,78.9337,0.071969,0.121883,29.02,0.2264,0.0258
D001,R372,1152.77,46.1108,32.2776,78.3884,0.071472,0.121041,28.82,0.2261,0.0258
D001,R373,1145.16,45.8064,32.0645,77.8709,0.071,0.120242,28.63,0.2258,0.0257
D001,R374,1152.09,46.0836,32.2585,78.3421,0.07143,0.120969,28.8,0.2261,0.0258
D001,R375,1180.21,47.2084,33.0459,80.2543,0.073173,0.123922,29.51,0.2272,0.0259
D001,R376,1310.64,52.4256,36.6979,89.1235,0.08126,0.137617,32.77,0.2324,0.0266
D001,R377,1247.89,49.9156,34.9409,84.8565,0.077369,0.131028,31.2,0.2299,0.0262
D001,R378,1334.88,53.3952,37.3766,90.7718,0.082763,0.140162,33.37,0.2334,0.0267
D001,R379,1366.16,54.6464,38.2525,92.8989,0.084702,0.143447,34.15,0.2346,0.0268
D001,R380,1277.08,51.0832,35.7582,86.8414,0.079179,0.134093,31.93,0.2311,0.0264
D001,R381,1291.61,51.6644,36.1651,87.8295,0.08008,0.135619,32.29,0.2317,0.0265
D001,R382,1387.26,55.4904,38.8433,94.3337,0.08601,0.145662,34.68,0.2355,0.0269
D001,R383,1353.9,54.156,37.9092,92.0652,0.083942,0.14216,33.85,0.2342,0.0268
D001,R384,1409.55,56.382,39.4674,95.8494,0.087392,0.148003,35.24,0.2364,0.027
D001,R385,1372.56,54.9024,38.4317,93.3341,0.085099,0.144119,34.31,0.2349,0.0269
D001,R386,1315.61,52.6244,36.8371,89.4615,0.081568,0.138139,32.89,0.2326,0.0266
D001,R387,1364.73,54.5892,38.2124,92.8016,0.084613,0.143297,34.12,0.2346,0.0268
D001,R388,1365.88,54.6352,38.2446,92.8798,0.084685,0.143417,34.15,0.2346,0.0268
D001,R389,1307.93,52.3172,36.622,88.9392,0.081092,0.137333,32.7,0.2323,0.0265
D001,R390,1370.61,54.8244,38.3771,93.2015,0.084978,0.143914,34.27,0.2348,0.0269
D001,R391,1240.98,49.6392,34.7474,84.3866,0.076941,0.130303,31.02,0.2296,0.0262
D001,R392,1339.16,53.5664,37.4965,91.0629,0.083028,0.140612,33.48,0.2336,0.0267
D001,R393,1296.54,51.8616,36.3031,88.1647,0.080385,0.136137,32.41,0.2319,0.0265
D001,R394,1267.72,50.7088,35.4962,86.205,0.078599,0.133111,31.69,0.2307,0.0263
D001,R395,1287.06,51.4824,36.0377,87.5201,0.079798,0.135141,32.18,0.2315,0.0264
D001,R396,1180.32,47.2128,33.049,80.2618,0.07318,0.123934,29.51,0.2272,0.0259
D001,R397,1262.13,50.4852,35.3396,85.8248,0.078252,0.132524,31.55,0.2305,0.0263
D001,R398,1264.83,50.5932,35.4152,86.0084,0.078419,0.132807,31.62,0.2306,0.0263
D001,R399,1251.39,50.0556,35.0389,85.0945,0.077586,0.131396,31.28,0.2301,0.0263
D001,R400,1220.72,48.8288,34.1802,83.009,0.075685,0.128176,30.52,0.2288,0.0261
D001,R401,2065.36,82.6144,57.8301,140.4445,0.128052,0.216863,51.63,0.2626,0.0303
D001,R402,2056.48,82.2592,57.5814,139.8406,0.127502,0.21593,51.41,0.2623,0.0303
D001,R403,2098.59,83.9436,58.7605,142.7041,0.130113,0.220352,52.46,0.2639,0.0305
D001,R404,2089.74,83.5896,58.5127,142.1023,0.129564,0.219423,52.24,0.2636,0.0304
D001,R405,2070.26,82.8104,57.9673,140.7777,0.128356,0.217377,51.76,0.2628,0.0304
D001,R406,2382.03,95.2812,66.6968,161.978,0.147686,0.250113,59.55,0.2753,0.0319
D001,R407,2485.33,99.4132,69.5892,169.0024,0.15409,0.26096,62.13,0.2794,0.0324
D001,R408,2412.67,96.5068,67.5548,164.0616,0.149586,0.25333,60.32,0.2765,0.0321
D001,R409,2422.96,96.9184,67.8429,164.7613,0.150224,0.254411,60.57,0.2769,0.0321
D001,R410,2420.02,96.8008,67.7606,164.5614,0.150041,0.254102,60.5,0.2768,0.0321
D001,R411,2136.41,85.4564,59.8195,145.2759,0.132457,0.224323,53.41,0.2655,0.0307
D001,R412,2196.91,87.8764,61.5135,149.3899,0.136208,0.230676,54.92,0.2679,0.031
D001,R413,2116.36,84.6544,59.2581,143.9125,0.131214,0.222218,52.91,0.2647,0.0306
D001,R414,2134.59,85.3836,59.7685,145.1521,0.132345,0.224132,53.36,0.2654,0.0307
D001,R415,2096.71,83.8684,58.7079,142.5763,0.129996,0.220155,52.42,0.2639,0.0305
D001,R416,2356.5,94.26,65.982,160.242,0.146103,0.247432,58.91,0.2743,0.0318
D001,R417,2344.34,93.7736,65.6415,159.4151,0.145349,0.246156,58.61,0.2738,0.0317
D001,R418,2325.67,93.0268,65.1188,158.1456,0.144192,0.244195,58.14,0.273,0.0316
D001,R419,2345.73,93.8292,65.6804,159.5096,0.145435,0.246302,58.64,0.2738,0.0317
D001,R420,2398.38,95.9352,67.1546,163.0898,0.1487,0.25183,59.96,0.2759,0.032
D001,R421,1255.34,50.2136,35.1495,85.3631,0.077831,0.131811,31.38,0.2302,0.0263
D001,R422,1263.9,50.556,35.3892,85.9452,0.078362,0.13271,31.6,0.2306,0.0263
D001,R423,1251.81,50.0724,35.0507,85.1231,0.077612,0.13144,31.3,0.2301,0.0263
D001,R424,1262.08,50.4832,35.3382,85.8214,0.078249,0.132518,31.55,0.2305,0.0263
D001,R425,1256.87,50.2748,35.1924,85.4672,0.077926,0.131971,31.42,0.2303,0.0263
D001,R426,1020.92,40.8368,28.5858,69.4226,0.063297,0.107197,25.52,0.2208,0.0251
D001,R427,1073.71,42.9484,30.0639,73.0123,0.06657,0.11274,26.84,0.2229,0.0254
D001,R428,1063.29,42.5316,29.7721,72.3037,0.065924,0.111645,26.58,0.2225,0.0253
D001,R429,1139.74,45.5896,31.9127,77.5023,0.070664,0.119673,28.49,0.2256,0.0257
D001,R430,1100.51,44.0204,30.8143,74.8347,0.068232,0.115554,27.51,0.224,0.0255
D001,R431,930.53,37.2212,26.0548,63.276,0.057693,0.097706,23.26,0.2172,0.0247
D001,R432,987.04,39.4816,27.6371,67.1187,0.061196,0.103639,24.68,0.2195,0.0249
D001,R433,930.42,37.2168,26.0518,63.2686,0.057686,0.097694,23.26,0.2172,0.0247
D001,R434,931.64,37.2656,26.0859,63.3515,0.057762,0.097822,23.29,0.2173,0.0247
D001,R435,928.82,37.1528,26.007,63.1598,0.057587,0.097526,23.22,0.2172,0.0246
D001,R436,1055.1,42.204,29.5428,71.7468,0.065416,0.110785,26.38,0.2222,0.0253
D001,R437,1011.57,40.4628,28.324,68.7868,0.062717,0.106215,25.29,0.2205,0.0251
D001,R438,1063.66,42.5464,29.7825,72.3289,0.065947,0.111684,26.59,0.2225,0.0253
D001,R439,1089.41,43.5764,30.5035,74.0799,0.067543,0.114388,27.24,0.2236,0.0254
D001,R440,1066.54,42.6616,29.8631,72.5247,0.066125,0.111987,26.66,0.2227,0.0253
D001,R441,1384.99,55.3996,38.7797,94.1793,0.085869,0.145424,34.62,0.2354,0.0269
D001,R442,1370.99,54.8396,38.3877,93.2273,0.085001,0.143954,34.27,0.2348,0.0269
D001,R443,1316.28,52.6512,36.8558,89.507,0.081609,0.138209,32.91,0.2327,0.0266
D001,R444,1320.1,52.804,36.9628,89.7668,0.081846,0.13861,33.0,0.2328,0.0266
D001,R445,1382.38,55.2952,38.7066,94.0018,0.085708,0.14515,34.56,0.2353,0.0269
D001,R446,1482.2,59.288,41.5016,100.7896,0.091896,0.155631,37.05,0.2393,0.0274
D001,R447,1451.37,58.0548,40.6384,98.6932,0.089985,0.152394,36.28,0.2381,0.0273
D001,R448,1473.79,58.9516,41.2661,100.2177,0.091375,0.154748,36.84,0.239,0.0274
D001,R449,1449.99,57.9996,40.5997,98.5993,0.089899,0.152249,36.25,0.238,0.0272
D001,R450,1479.53,59.1812,41.4268,100.608,0.091731,0.155351,36.99,0.2392,0.0274
D001,R451,1494.5,59.78,41.846,101.626,0.092659,0.156923,37.36,0.2398,0.0275
D001,R452,1481.33,59.2532,41.4772,100.7304,0.091842,0.15554,37.03,0.2393,0.0274
D001,R453,1532.15,61.286,42.9002,104.1862,0.094993,0.160876,38.3,0.2413,0.0277
D001,R454,1445.52,57.8208,40.4746,98.2954,0.089622,0.15178,36.14,0.2378,0.0272
D001,R455,1496.53,59.8612,41.9028,101.764,0.092785,0.157136,37.41,0.2399,0.0275
D001,R456,995.68,39.8272,27.879,67.7062,0.061732,0.104546,24.89,0.2198,0.025
D001,R457,981.1,39.244,27.4708,66.7148,0.060828,0.103016,24.53,0.2192,0.0249
D001,R458,911.95,36.478,25.5346,62.0126,0.056541,0.095755,22.8,0.2165,0.0246
D001,R459,947.19,37.8876,26.5213,64.4089,0.058726,0.099455,23.68,0.2179,0.0247
D001,R460,894.87,35.7948,25.0564,60.8512,0.055482,0.093961,22.37,0.2158,0.0245
D001,R461,977.78,39.1112,27.3778,66.489,0.060622,0.102667,24.44,0.2191,0.0249
D001,R462,932.19,37.2876,26.1013,63.3889,0.057796,0.09788,23.3,0.2173,0.0247
D001,R463,878.68,35.1472,24.603,59.7502,0.054478,0.092261,21.97,0.2151,0.0244
D001,R464,901.54,36.0616,25.2431,61.3047,0.055895,0.094662,22.54,0.2161,0.0245
D001,R465,958.72,38.3488,26.8442,65.193,0.059441,0.100666,23.97,0.2183,0.0248
D001,R466,1041.53,41.6612,29.1628,70.824,0.064575,0.109361,26.04,0.2217,0.0252
D001,R467,1060.79,42.4316,29.7021,72.1337,0.065769,0.111383,26.52,0.2224,0.0253
D001,R468,1021.9,40.876,28.6132,69.4892,0.063358,0.1073,25.55,0.2209,0.0251
D001,R469,1024.32,40.9728,28.681,69.6538,0.063508,0.107554,25.61,0.221,0.0251
D001,R470,1085.61,43.4244,30.3971,73.8215,0.067308,0.113989,27.14,0.2234,0.0254
D001,R471,1429.13,57.1652,40.0156,97.1808,0.088606,0.150059,35.73,0.2372,0.0271
D001,R472,1402.8,56.112,39.2784,95.3904,0.086974,0.147294,35.07,0.2361,0.027
D001,R473,1359.64,54.3856,38.0699,92.4555,0.084298,0.142762,33.99,0.2344,0.0268
D001,R474,1417.67,56.7068,39.6948,96.4016,0.087896,0.148855,35.44,0.2367,0.0271
D001,R475,1394.09,55.7636,39.0345,94.7981,0.086434,0.146379,34.85,0.2358,0.027
D001,R476,1469.67,58.7868,41.1508,99.9376,0.09112,0.154315,36.74,0.2388,0.0273
D001,R477,1519.04,60.7616,42.5331,103.2947,0.09418,0.159499,37.98,0.2408,0.0276
D001,R478,1496.91,59.8764,41.9135,101.7899,0.092808,0.157176,37.42,0.2399,0.0275
D001,R479,1507.87,60.3148,42.2204,102.5352,0.093488,0.158326,37.7,0.2403,0.0275
D001,R480,1457.6,58.304,40.8128,99.1168,0.090371,0.153048,36.44,0.2383,0.0273
D001,R481,1336.23,53.4492,37.4144,90.8636,0.082846,0.140304,33.41,0.2334,0.0267
D001,R482,1379.99,55.1996,38.6397,93.8393,0.085559,0.144899,34.5,0.2352,0.0269
D001,R483,1344.33,53.7732,37.6412,91.4144,0.083348,0.141155,33.61,0.2338,0.0267
D001,R484,1316.88,52.6752,36.8726,89.5478,0.081647,0.138272,32.92,0.2327,0.0266
D001,R485,1379.12,55.1648,38.6154,93.7802,0.085505,0.144808,34.48,0.2352,0.0269
D001,R486,1335.37,53.4148,37.3904,90.8052,0.082793,0.140214,33.38,0.2334,0.0267
D001,R487,1271.05,50.842,35.5894,86.4314,0.078805,0.13346,31.78,0.2308,0.0264
D001,R488,1328.47,53.1388,37.1972,90.336,0.082365,0.139489,33.21,0.2331,0.0266
D001,R489,1303.88,52.1552,36.5086,88.6638,0.080841,0.136907,32.6,0.2322,0.0265
D001,R490,1307.76,52.3104,36.6173,88.9277,0.081081,0.137315,32.69,0.2323,0.0265
D001,R491,1133.05,45.322,31.7254,77.0474,0.070249,0.11897,28.33,0.2253,0.0257
D001,R492,1164.63,46.5852,32.6096,79.1948,0.072207,0.122286,29.12,0.2266,0.0258
D001,R493,1189.05,47.562,33.2934,80.8554,0.073721,0.12485,29.73,0.2276,0.0259
D001,R494,1210.92,48.4368,33.9058,82.3426,0.075077,0.127147,30.27,0.2284,0.0261
D001,R495,1141.18,45.6472,31.953,77.6002,0.070753,0.119824,28.53,0.2256,0.0257
D001,R496,411.15,16.446,11.5122,27.9582,0.025491,0.043171,10.28,0.1964,0.0221
D001,R497,437.3,17.492,12.2444,29.7364,0.027113,0.045917,10.93,0.1975,0.0222
D001,R498,351.29,14.0516,9.8361,23.8877,0.02178,0.036885,8.78,0.1941,0.0218
D001,R499,383.3,15.332,10.7324,26.0644,0.023765,0.040247,9.58,0.1953,0.0219
D001,R500,391.76,15.6704,10.9693,26.6397,0.024289,0.041135,9.79,0.1957,0.022
D002,R001,131.86,5.2744,3.6921,8.9665,0.008175,0.013845,3.3,0.1853,0.0207
D002,R002,131.03,5.2412,3.6688,8.91,0.008124,0.013758,3.28,0.1852,0.0207
D002,R003,116.93,4.6772,3.274,7.9512,0.00725,0.012278,2.92,0.1847,0.0206
D002,R004,89.42,3.5768,2.5038,6.0806,0.005544,0.009389,2.24,0.1836,0.0204
D002,R005,141.96,5.6784,3.9749,9.6533,0.008802,0.014906,3.55,0.1857,0.0207
D002,R006,12.28,0.4912,0.3438,0.835,0.000761,0.001289,0.31,0.1805,0.0201
D002,R007,45.3,1.812,1.2684,3.0804,0.002809,0.004757,1.13,0.1818,0.0202
D002,R008,51.45,2.058,1.4406,3.4986,0.00319,0.005402,1.29,0.1821,0.0203
D002,R009,22.13,0.8852,0.6196,1.5048,0.001372,0.002324,0.55,0.1809,0.0201
D002,R010,25.89,1.0356,0.7249,1.7605,0.001605,0.002718,0.65,0.181,0.0201
D002,R011,644.62,25.7848,18.0494,43.8342,0.039966,0.067685,16.12,0.2058,0.0232
D002,R012,679.87,27.1948,19.0364,46.2312,0.042152,0.071386,17.0,0.2072,0.0234
D002,R013,574.43,22.9772,16.084,39.0612,0.035615,0.060315,14.36,0.203,0.0229
D002,R014,627.13,25.0852,17.5596,42.6448,0.038882,0.065849,15.68,0.2051,0.0231
D002,R015,632.32,25.2928,17.705,42.9978,0.039204,0.066394,15.81,0.2053,0.0232
D002,R016,200.04,8.0016,5.6011,13.6027,0.012402,0.021004,5.0,0.188,0.021
D002,R017,165.74,6.6296,4.6407,11.2703,0.010276,0.017403,4.14,0.1866,0.0208
D002,R018,207.68,8.3072,5.815,14.1222,0.012876,0.021806,5.19,0.1883,0.021
D002,R019,130.83,5.2332,3.6632,8.8964,0.008111,0.013737,3.27,0.1852,0.0207
D002,R020,209.15,8.366,5.8562,14.2222,0.012967,0.021961,5.23,0.1884,0.021
D002,R021,172.79,6.9116,4.8381,11.7497,0.010713,0.018143,4.32,0.1869,0.0209
D002,R022,254.49,10.1796,7.1257,17.3053,0.015778,0.026721,6.36,0.1902,0.0213
D002,R023,247.32,9.8928,6.925,16.8178,0.015334,0.025969,6.18,0.1899,0.0212
D002,R024,247.05,9.882,6.9174,16.7994,0.015317,0.02594,6.18,0.1899,0.0212
D002,R025,166.6,6.664,4.6648,11.3288,0.010329,0.017493,4.17,0.1867,0.0208
D002,R026,137.04,5.4816,3.8371,9.3187,0.008496,0.014389,3.43,0.1855,0.0207
D002,R027,150.75,6.03,4.221,10.251,0.009347,0.015829,3.77,0.186,0.0208
D002,R028,160.16,6.4064,4.4845,10.8909,0.00993,0.016817,4.0,0.1864,0.0208
D002,R029,228.03,9.1212,6.3848,15.506,0.014138,0.023943,5.7,0.1891,0.0211
D002,R030,261.24,10.4496,7.3147,17.7643,0.016197,0.02743,6.53,0.1904,0.0213
D002,R031,220.41,8.8164,6.1715,14.9879,0.013665,0.023143,5.51,0.1888,0.0211
D002,R032,285.72,11.4288,8.0002,19.429,0.017715,0.030001,7.14,0.1914,0.0214
D002,R033,229.04,9.1616,6.4131,15.5747,0.0142,0.024049,5.73,0.1892,0.0211
D002,R034,286.61,11.4644,8.0251,19.4895,0.01777,0.030094,7.17,0.1915,0.0214
D002,R035,239.24,9.5696,6.6987,16.2683,0.014833,0.02512,5.98,0.1896,0.0212
D002,R036,522.71,20.9084,14.6359,35.5443,0.032408,0.054885,13.07,0.2009,0.0226
D002,R037,409.35,16.374,11.4618,27.8358,0.02538,0.042982,10.23,0.1964,0.022
D002,R038,481.55,19.262,13.4834,32.7454,0.029856,0.050563,12.04,0.1993,0.0224
D002,R039,505.67,20.2268,14.1588,34.3856,0.031352,0.053095,12.64,0.2002,0.0225
D002,R040,481.19,19.2476,13.4733,32.7209,0.029834,0.050525,12.03,0.1992,0.0224
D002,R041,1206.34,48.2536,33.7775,82.0311,0.074793,0.126666,30.16,0.2283,0.026
D002,R042,1174.36,46.9744,32.8821,79.8565,0.07281,0.123308,29.36,0.227,0.0259
D002,R043,1159.32,46.3728,32.461,78.8338,0.071878,0.121729,28.98,0.2264,0.0258
D002,R044,1121.26,44.8504,31.3953,76.2457,0.069518,0.117732,28.03,0.2249,0.0256
D002,R045,1131.84,45.2736,31.6915,76.9651,0.070174,0.118843,28.3,0.2253,0.0257
D002,R046,1049.91,41.9964,29.3975,71.3939,0.065094,0.110241,26.25,0.222,0.0252
D002,R047,1147.95,45.918,32.1426,78.0606,0.071173,0.120535,28.7,0.2259,0.0257
D002,R048,1109.24,44.3696,31.0587,75.4283,0.068773,0.11647,27.73,0.2244,0.0255
D002,R049,1060.19,42.4076,29.6853,72.0929,0.065732,0.11132,26.5,0.2224,0.0253
D002,R050,1127.78,45.1112,31.5778,76.689,0.069922,0.118417,28.19,0.2251,0.0256
D002,R051,1047.88,41.9152,29.3406,71.2558,0.064969,0.110027,26.2,0.2219,0.0252
D002,R052,1073.1,42.924,30.0468,72.9708,0.066532,0.112675,26.83,0.2229,0.0254
D002,R053,1064.76,42.5904,29.8133,72.4037,0.066015,0.1118,26.62,0.2226,0.0253
D002,R054,976.02,39.0408,27.3286,66.3694,0.060513,0.102482,24.4,0.219,0.0249
D002,R055,1060.2,42.408,29.6856,72.0936,0.065732,0.111321,26.51,0.2224,0.0253
D002,R056,1250.92,50.0368,35.0258,85.0626,0.077557,0.131347,31.27,0.23,0.0263
D002,R057,1255.35,50.214,35.1498,85.3638,0.077832,0.131812,31.38,0.2302,0.0263
D002,R058,1202.11,48.0844,33.6591,81.7435,0.074531,0.126222,30.05,0.2281,0.026
D002,R059,1168.84,46.7536,32.7275,79.4811,0.072468,0.122728,29.22,0.2268,0.0258
D002,R060,1204.74,48.1896,33.7327,81.9223,0.074694,0.126498,30.12,0.2282,0.026
D002,R061,1069.53,42.7812,29.9468,72.728,0.066311,0.112301,26.74,0.2228,0.0253
D002,R062,1161.88,46.4752,32.5326,79.0078,0.072037,0.121997,29.05,0.2265,0.0258
D002,R063,1147.54,45.9016,32.1311,78.0327,0.071147,0.120492,28.69,0.2259,0.0257
D002,R064,1120.61,44.8244,31.3771,76.2015,0.069478,0.117664,28.02,0.2248,0.0256
