supplier_id,dc_id,distance_km,cost_nonrefrig_per_unit,refrig_premium_per_unit,total_cost_refrig_per_unit,emit_nonrefrig_kgco2_per_unit,emit_refrig_kgco2_per_unit,travel_time_hrs,decay_nonrefrig,decay_refrig
S12,D034,331.85,13.274,9.2918,22.5658,0.020575,0.034844,6.03,0.1933,0.0217
S12,D035,189.03,7.5612,5.2928,12.854,0.01172,0.019848,3.44,0.1876,0.0209
S12,D036,273.66,10.9464,7.6625,18.6089,0.016967,0.028734,4.98,0.1909,0.0214
S12,D037,125.06,5.0024,3.5017,8.5041,0.007754,0.013131,2.27,0.185,0.0206
S12,D038,1357.77,54.3108,38.0176,92.3284,0.084182,0.142566,24.69,0.2343,0.0268
S12,D039,1347.3,53.892,37.7244,91.6164,0.083533,0.141466,24.5,0.2339,0.0267
S12,D040,1218.56,48.7424,34.1197,82.8621,0.075551,0.127949,22.16,0.2287,0.0261
S12,D041,1179.02,47.1608,33.0126,80.1734,0.073099,0.123797,21.44,0.2272,0.0259
S12,D042,1250.79,50.0316,35.0221,85.0537,0.077549,0.131333,22.74,0.23,0.0263
S12,D043,1282.37,51.2948,35.9064,87.2012,0.079507,0.134649,23.32,0.2313,0.0264
S12,D044,540.47,21.6188,15.1332,36.752,0.033509,0.056749,9.83,0.2016,0.0227
S12,D045,705.47,28.2188,19.7532,47.972,0.043739,0.074074,12.83,0.2082,0.0235
S12,D046,575.82,23.0328,16.123,39.1558,0.035701,0.060461,10.47,0.203,0.0229
S12,D047,718.56,28.7424,20.1197,48.8621,0.044551,0.075449,13.06,0.2087,0.0236
S12,D048,680.56,27.2224,19.0557,46.2781,0.042195,0.071459,12.37,0.2072,0.0234
S12,D049,519.24,20.7696,14.5387,35.3083,0.032193,0.05452,9.44,0.2008,0.0226
S12,D050,437.86,17.5144,12.2601,29.7745,0.027147,0.045975,7.96,0.1975,0.0222
S12,D051,466.27,18.6508,13.0556,31.7064,0.028909,0.048958,8.48,0.1987,0.0223
S12,D052,592.39,23.6956,16.5869,40.2825,0.036728,0.062201,10.77,0.2037,0.023
S12,D053,250.43,10.0172,7.012,17.0292,0.015527,0.026295,4.55,0.19,0.0213
S12,D054,415.41,16.6164,11.6315,28.2479,0.025755,0.043618,7.55,0.1966,0.0221
S12,D055,943.67,37.7468,26.4228,64.1696,0.058508,0.099085,17.16,0.2177,0.0247
S12,D056,951.25,38.05,26.635,64.685,0.058978,0.099881,17.3,0.218,0.0248
S12,D057,959.37,38.3748,26.8624,65.2372,0.059481,0.100734,17.44,0.2184,0.0248
S12,D058,1133.2,45.328,31.7296,77.0576,0.070258,0.118986,20.6,0.2253,0.0257
S12,D059,1008.49,40.3396,28.2377,68.5773,0.062526,0.105891,18.34,0.2203,0.025
S12,D060,1260.96,50.4384,35.3069,85.7453,0.07818,0.132401,22.93,0.2304,0.0263
S12,D061,1278.6,51.144,35.8008,86.9448,0.079273,0.134253,23.25,0.2311,0.0264
S12,D062,1273.09,50.9236,35.6465,86.5701,0.078932,0.133674,23.15,0.2309,0.0264
S12,D063,1524.58,60.9832,42.6882,103.6714,0.094524,0.160081,27.72,0.241,0.0276
S12,D064,1254.25,50.17,35.119,85.289,0.077763,0.131696,22.8,0.2302,0.0263
S12,D065,1095.15,43.806,30.6642,74.4702,0.067899,0.114991,19.91,0.2238,0.0255
S12,D066,1067.45,42.698,29.8886,72.5866,0.066182,0.112082,19.41,0.2227,0.0253
S12,D067,946.18,37.8472,26.493,64.3402,0.058663,0.099349,17.2,0.2178,0.0247
S12,D068,1002.51,40.1004,28.0703,68.1707,0.062156,0.105264,18.23,0.2201,0.025
S12,D069,435.71,17.4284,12.1999,29.6283,0.027014,0.04575,7.92,0.1974,0.0222
S12,D070,443.56,17.7424,12.4197,30.1621,0.027501,0.046574,8.06,0.1977,0.0222
S12,D071,532.46,21.2984,14.9089,36.2073,0.033013,0.055908,9.68,0.2013,0.0227
S12,D072,491.2,19.648,13.7536,33.4016,0.030454,0.051576,8.93,0.1996,0.0225
S12,D073,210.91,8.4364,5.9055,14.3419,0.013076,0.022146,3.83,0.1884,0.0211
S12,D074,224.52,8.9808,6.2866,15.2674,0.01392,0.023575,4.08,0.189,0.0211
S12,D075,248.8,9.952,6.9664,16.9184,0.015426,0.026124,4.52,0.19,0.0212
S12,D076,397.28,15.8912,11.1238,27.015,0.024631,0.041714,7.22,0.1959,0.022
S12,D077,1258.94,50.3576,35.2503,85.6079,0.078054,0.132189,22.89,0.2304,0.0263
S12,D078,1252.59,50.1036,35.0725,85.1761,0.077661,0.131522,22.77,0.2301,0.0263
S12,D079,1052.1,42.084,29.4588,71.5428,0.06523,0.11047,19.13,0.2221,0.0253
S12,D080,1248.97,49.9588,34.9712,84.93,0.077436,0.131142,22.71,0.23,0.0262
S12,D081,1587.96,63.5184,44.4629,107.9813,0.098454,0.166736,28.87,0.2435,0.0279
S12,D082,1890.7,75.628,52.9396,128.5676,0.117223,0.198524,34.38,0.2556,0.0295
S12,D083,1714.3,68.572,48.0004,116.5724,0.106287,0.180002,31.17,0.2486,0.0286
S12,D084,1825.74,73.0296,51.1207,124.1503,0.113196,0.191703,33.2,0.253,0.0291
S12,D085,2048.27,81.9308,57.3516,139.2824,0.126993,0.215068,37.24,0.2619,0.0302
S12,D086,1888.9,75.556,52.8892,128.4452,0.117112,0.198335,34.34,0.2556,0.0294
S12,D087,1740.6,69.624,48.7368,118.3608,0.107917,0.182763,31.65,0.2496,0.0287
S12,D088,1822.46,72.8984,51.0289,123.9273,0.112993,0.191358,33.14,0.2529,0.0291
S12,D089,1037.07,41.4828,29.038,70.5208,0.064298,0.108892,18.86,0.2215,0.0252
S12,D090,1145.26,45.8104,32.0673,77.8777,0.071006,0.120252,20.82,0.2258,0.0257
S12,D091,1123.74,44.9496,31.4647,76.4143,0.069672,0.117993,20.43,0.2249,0.0256
S12,D092,864.57,34.5828,24.208,58.7908,0.053603,0.09078,15.72,0.2146,0.0243
S12,D093,853.96,34.1584,23.9109,58.0693,0.052946,0.089666,15.53,0.2142,0.0243
S12,D094,837.49,33.4996,23.4497,56.9493,0.051924,0.087936,15.23,0.2135,0.0242
S12,D095,485.25,19.41,13.587,32.997,0.030086,0.050951,8.82,0.1994,0.0224
S12,D096,578.69,23.1476,16.2033,39.3509,0.035879,0.060762,10.52,0.2031,0.0229
S12,D097,437.34,17.4936,12.2455,29.7391,0.027115,0.045921,7.95,0.1975,0.0222
S12,D098,409.58,16.3832,11.4682,27.8514,0.025394,0.043006,7.45,0.1964,0.022
S12,D099,237.53,9.5012,6.6508,16.152,0.014727,0.024941,4.32,0.1895,0.0212
S12,D100,1286.08,51.4432,36.0102,87.4534,0.079737,0.135038,23.38,0.2314,0.0264
S13,D001,661.36,26.4544,18.5181,44.9725,0.041004,0.069443,12.02,0.2065,0.0233
S13,D002,643.49,25.7396,18.0177,43.7573,0.039896,0.067566,11.7,0.2057,0.0232
S13,D003,291.57,11.6628,8.164,19.8268,0.018077,0.030615,5.3,0.1917,0.0215
S13,D004,521.31,20.8524,14.5967,35.4491,0.032321,0.054738,9.48,0.2009,0.0226
S13,D005,432.82,17.3128,12.119,29.4318,0.026835,0.045446,7.87,0.1973,0.0222
S13,D006,800.48,32.0192,22.4134,54.4326,0.04963,0.08405,14.55,0.212,0.024
S13,D007,642.14,25.6856,17.9799,43.6655,0.039813,0.067425,11.68,0.2057,0.0232
S13,D008,261.21,10.4484,7.3139,17.7623,0.016195,0.027427,4.75,0.1904,0.0213
S13,D009,534.5,21.38,14.966,36.346,0.033139,0.056123,9.72,0.2014,0.0227
S13,D010,461.02,18.4408,12.9086,31.3494,0.028583,0.048407,8.38,0.1984,0.0223
S13,D011,439.63,17.5852,12.3096,29.8948,0.027257,0.046161,7.99,0.1976,0.0222
S13,D012,608.24,24.3296,17.0307,41.3603,0.037711,0.063865,11.06,0.2043,0.023
S13,D013,510.12,20.4048,14.2834,34.6882,0.031627,0.053563,9.27,0.2004,0.0226
S13,D014,637.22,25.4888,17.8422,43.331,0.039508,0.066908,11.59,0.2055,0.0232
S13,D015,602.69,24.1076,16.8753,40.9829,0.037367,0.063282,10.96,0.2041,0.023
S13,D016,715.58,28.6232,20.0362,48.6594,0.044366,0.075136,13.01,0.2086,0.0236
S13,D017,520.09,20.8036,14.5625,35.3661,0.032246,0.054609,9.46,0.2008,0.0226
S13,D018,635.02,25.4008,17.7806,43.1814,0.039371,0.066677,11.55,0.2054,0.0232
S13,D019,1171.11,46.8444,32.7911,79.6355,0.072609,0.122967,21.29,0.2268,0.0259
S13,D020,1362.23,54.4892,38.1424,92.6316,0.084458,0.143034,24.77,0.2345,0.0268
S13,D021,1484.65,59.386,41.5702,100.9562,0.092048,0.155888,26.99,0.2394,0.0274
S13,D022,1393.29,55.7316,39.0121,94.7437,0.086384,0.146295,25.33,0.2357,0.027
S13,D023,1291.71,51.6684,36.1679,87.8363,0.080086,0.13563,23.49,0.2317,0.0265
S13,D024,1617.86,64.7144,45.3001,110.0145,0.100307,0.169875,29.42,0.2447,0.0281
S13,D025,1164.36,46.5744,32.6021,79.1765,0.07219,0.122258,21.17,0.2266,0.0258
S13,D026,1144.17,45.7668,32.0368,77.8036,0.070939,0.120138,20.8,0.2258,0.0257
S13,D027,1221.89,48.8756,34.2129,83.0885,0.075757,0.128298,22.22,0.2289,0.0261
S13,D028,910.09,36.4036,25.4825,61.8861,0.056426,0.095559,16.55,0.2164,0.0246
S13,D029,1181.6,47.264,33.0848,80.3488,0.073259,0.124068,21.48,0.2273,0.0259
S13,D030,878.66,35.1464,24.6025,59.7489,0.054477,0.092259,15.98,0.2151,0.0244
S13,D031,662.16,26.4864,18.5405,45.0269,0.041054,0.069527,12.04,0.2065,0.0233
S13,D032,437.86,17.5144,12.2601,29.7745,0.027147,0.045975,7.96,0.1975,0.0222
S13,D033,553.18,22.1272,15.489,37.6162,0.034297,0.058084,10.06,0.2021,0.0228
S13,D034,403.92,16.1568,11.3098,27.4666,0.025043,0.042412,7.34,0.1962,0.022
S13,D035,268.01,10.7204,7.5043,18.2247,0.016617,0.028141,4.87,0.1907,0.0213
S13,D036,670.3,26.812,18.7684,45.5804,0.041559,0.070381,12.19,0.2068,0.0234
S13,D037,451.71,18.0684,12.6479,30.7163,0.028006,0.04743,8.21,0.1981,0.0223
S13,D038,1123.95,44.958,31.4706,76.4286,0.069685,0.118015,20.44,0.225,0.0256
S13,D039,1113.44,44.5376,31.1763,75.7139,0.069033,0.116911,20.24,0.2245,0.0256
S13,D040,1010.51,40.4204,28.2943,68.7147,0.062652,0.106104,18.37,0.2204,0.0251
S13,D041,975.37,39.0148,27.3104,66.3252,0.060473,0.102414,17.73,0.219,0.0249
S13,D042,1171.53,46.8612,32.8028,79.664,0.072635,0.123011,21.3,0.2269,0.0259
S13,D043,1067.32,42.6928,29.885,72.5778,0.066174,0.112069,19.41,0.2227,0.0253
S13,D044,495.68,19.8272,13.879,33.7062,0.030732,0.052046,9.01,0.1998,0.0225
S13,D045,525.71,21.0284,14.7199,35.7483,0.032594,0.0552,9.56,0.201,0.0226
S13,D046,446.52,17.8608,12.5026,30.3634,0.027684,0.046885,8.12,0.1979,0.0222
S13,D047,685.92,27.4368,19.2058,46.6426,0.042527,0.072022,12.47,0.2074,0.0234
S13,D048,565.34,22.6136,15.8295,38.4431,0.035051,0.059361,10.28,0.2026,0.0228
S13,D049,487.96,19.5184,13.6629,33.1813,0.030254,0.051236,8.87,0.1995,0.0224
S13,D050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.02
S13,D051,170.12,6.8048,4.7634,11.5682,0.010547,0.017863,3.09,0.1868,0.0209
S13,D052,263.15,10.526,7.3682,17.8942,0.016315,0.027631,4.78,0.1905,0.0213
S13,D053,338.03,13.5212,9.4648,22.986,0.020958,0.035493,6.15,0.1935,0.0217
S13,D054,166.22,6.6488,4.6542,11.303,0.010306,0.017453,3.02,0.1866,0.0208
S13,D055,823.86,32.9544,23.0681,56.0225,0.051079,0.086505,14.98,0.213,0.0241
S13,D056,788.99,31.5596,22.0917,53.6513,0.048917,0.082844,14.35,0.2116,0.0239
S13,D057,866.28,34.6512,24.2558,58.907,0.053709,0.090959,15.75,0.2147,0.0243
S13,D058,994.86,39.7944,27.8561,67.6505,0.061681,0.10446,18.09,0.2198,0.025
S13,D059,914.73,36.5892,25.6124,62.2016,0.056713,0.096047,16.63,0.2166,0.0246
S13,D060,823.55,32.942,23.0594,56.0014,0.05106,0.086473,14.97,0.2129,0.0241
S13,D061,865.66,34.6264,24.2385,58.8649,0.053671,0.090894,15.74,0.2146,0.0243
S13,D062,835.29,33.4116,23.3881,56.7997,0.051788,0.087705,15.19,0.2134,0.0242
S13,D063,1091.58,43.6632,30.5642,74.2274,0.067678,0.114616,19.85,0.2237,0.0255
S13,D064,828.96,33.1584,23.2109,56.3693,0.051396,0.087041,15.07,0.2132,0.0241
S13,D065,662.78,26.5112,18.5578,45.069,0.041092,0.069592,12.05,0.2065,0.0233
S13,D066,629.59,25.1836,17.6285,42.8121,0.039035,0.066107,11.45,0.2052,0.0231
S13,D067,514.98,20.5992,14.4194,35.0186,0.031929,0.054073,9.36,0.2006,0.0226
S13,D068,564.96,22.5984,15.8189,38.4173,0.035028,0.059321,10.27,0.2026,0.0228
S13,D069,833.36,33.3344,23.3341,56.6685,0.051668,0.087503,15.15,0.2133,0.0242
S13,D070,863.46,34.5384,24.1769,58.7153,0.053535,0.090663,15.7,0.2145,0.0243
S13,D071,964.2,38.568,26.9976,65.5656,0.05978,0.101241,17.53,0.2186,0.0248
S13,D072,915.03,36.6012,25.6208,62.222,0.056732,0.096078,16.64,0.2166,0.0246
S13,D073,579.46,23.1784,16.2249,39.4033,0.035927,0.060843,10.54,0.2032,0.0229
S13,D074,572.62,22.9048,16.0334,38.9382,0.035502,0.060125,10.41,0.2029,0.0229
S13,D075,676.21,27.0484,18.9339,45.9823,0.041925,0.071002,12.29,0.207,0.0234
S13,D076,794.02,31.7608,22.2326,53.9934,0.049229,0.083372,14.44,0.2118,0.024
S13,D077,928.79,37.1516,26.0061,63.1577,0.057585,0.097523,16.89,0.2172,0.0246
S13,D078,927.6,37.104,25.9728,63.0768,0.057511,0.097398,16.87,0.2171,0.0246
S13,D079,770.93,30.8372,21.586,52.4232,0.047798,0.080948,14.02,0.2108,0.0239
S13,D080,881.4,35.256,24.6792,59.9352,0.054647,0.092547,16.03,0.2153,0.0244
S13,D081,1481.2,59.248,41.4736,100.7216,0.091834,0.155526,26.93,0.2392,0.0274
S13,D082,1817.71,72.7084,50.8959,123.6043,0.112698,0.19086,33.05,0.2527,0.0291
S13,D083,1569.29,62.7716,43.9401,106.7117,0.097296,0.164775,28.53,0.2428,0.0278
S13,D084,1734.36,69.3744,48.5621,117.9365,0.10753,0.182108,31.53,0.2494,0.0287
S13,D085,1639.33,65.5732,45.9012,111.4744,0.101638,0.17213,29.81,0.2456,0.0282
S13,D086,1487.07,59.4828,41.638,101.1208,0.092198,0.156142,27.04,0.2395,0.0274
S13,D087,1345.62,53.8248,37.6774,91.5022,0.083428,0.14129,24.47,0.2338,0.0267
S13,D088,1421.47,56.8588,39.8012,96.66,0.088131,0.149254,25.84,0.2369,0.0271
S13,D089,806.44,32.2576,22.5803,54.8379,0.049999,0.084676,14.66,0.2123,0.024
S13,D090,900.81,36.0324,25.2227,61.2551,0.05585,0.094585,16.38,0.216,0.0245
S13,D091,921.14,36.8456,25.7919,62.6375,0.057111,0.09672,16.75,0.2168,0.0246
S13,D092,488.03,19.5212,13.6648,33.186,0.030258,0.051243,8.87,0.1995,0.0224
S13,D093,472.05,18.882,13.2174,32.0994,0.029267,0.049565,8.58,0.1989,0.0224
S13,D094,502.37,20.0948,14.0664,34.1612,0.031147,0.052749,9.13,0.2001,0.0225
S13,D095,872.63,34.9052,24.4336,59.3388,0.054103,0.091626,15.87,0.2149,0.0244
S13,D096,989.36,39.5744,27.7021,67.2765,0.06134,0.103883,17.99,0.2196,0.0249
S13,D097,787.06,31.4824,22.0377,53.5201,0.048798,0.082641,14.31,0.2115,0.0239
S13,D098,747.17,29.8868,20.9208,50.8076,0.046325,0.078453,13.58,0.2099,0.0237
S13,D099,606.16,24.2464,16.9725,41.2189,0.037582,0.063647,11.02,0.2042,0.023
S13,D100,942.01,37.6804,26.3763,64.0567,0.058405,0.098911,17.13,0.2177,0.0247
S14,D001,1453.23,58.1292,40.6904,98.8196,0.0901,0.152589,26.42,0.2381,0.0273
S14,D002,1402.52,56.1008,39.2706,95.3714,0.086956,0.147265,25.5,0.2361,0.027
S14,D003,790.94,31.6376,22.1463,53.7839,0.049038,0.083049,14.38,0.2116,0.024
S14,D004,1318.38,52.7352,36.9146,89.6498,0.08174,0.13843,23.97,0.2327,0.0266
S14,D005,1188.08,47.5232,33.2662,80.7894,0.073661,0.124748,21.6,0.2275,0.0259
S14,D006,1499.73,59.9892,41.9924,101.9816,0.092983,0.157472,27.27,0.24,0.0275
S14,D007,1298.63,51.9452,36.3616,88.3068,0.080515,0.136356,23.61,0.2319,0.0265
S14,D008,915.05,36.602,25.6214,62.2234,0.056733,0.09608,16.64,0.2166,0.0246
S14,D009,440.66,17.6264,12.3385,29.9649,0.027321,0.046269,8.01,0.1976,0.0222
S14,D010,489.5,19.58,13.706,33.286,0.030349,0.051397,8.9,0.1996,0.0224
S14,D011,731.53,29.2612,20.4828,49.744,0.045355,0.076811,13.3,0.2093,0.0237
S14,D012,219.4,8.776,6.1432,14.9192,0.013603,0.023037,3.99,0.1888,0.0211
S14,D013,330.74,13.2296,9.2607,22.4903,0.020506,0.034728,6.01,0.1932,0.0217
S14,D014,825.19,33.0076,23.1053,56.1129,0.051162,0.086645,15.0,0.213,0.0241
S14,D015,644.0,25.76,18.032,43.792,0.039928,0.06762,11.71,0.2058,0.0232
S14,D016,218.68,8.7472,6.123,14.8702,0.013558,0.022961,3.98,0.1887,0.0211
S14,D017,745.23,29.8092,20.8664,50.6756,0.046204,0.078249,13.55,0.2098,0.0237
S14,D018,725.21,29.0084,20.3059,49.3143,0.044963,0.076147,13.19,0.209,0.0236
S14,D019,1481.47,59.2588,41.4812,100.74,0.091851,0.155554,26.94,0.2393,0.0274
S14,D020,1835.2,73.408,51.3856,124.7936,0.113782,0.192696,33.37,0.2534,0.0292
S14,D021,1892.97,75.7188,53.0032,128.722,0.117364,0.198762,34.42,0.2557,0.0295
S14,D022,1779.87,71.1948,49.8364,121.0312,0.110352,0.186886,32.36,0.2512,0.0289
S14,D023,1714.12,68.5648,47.9954,116.5602,0.106275,0.179983,31.17,0.2486,0.0286
S14,D024,2032.8,81.312,56.9184,138.2304,0.126034,0.213444,36.96,0.2613,0.0302
S14,D025,1543.48,61.7392,43.2174,104.9566,0.095696,0.162065,28.06,0.2417,0.0277
S14,D026,1610.33,64.4132,45.0892,109.5024,0.09984,0.169085,29.28,0.2444,0.0281
S14,D027,1726.37,69.0548,48.3384,117.3932,0.107035,0.181269,31.39,0.2491,0.0286
S14,D028,1541.88,61.6752,43.1726,104.8478,0.095597,0.161897,28.03,0.2417,0.0277
S14,D029,1773.71,70.9484,49.6639,120.6123,0.10997,0.18624,32.25,0.2509,0.0289
S14,D030,1547.21,61.8884,43.3219,105.2103,0.095927,0.162457,28.13,0.2419,0.0277
S14,D031,1257.29,50.2916,35.2041,85.4957,0.077952,0.132015,22.86,0.2303,0.0263
S14,D032,943.67,37.7468,26.4228,64.1696,0.058508,0.099085,17.16,0.2177,0.0247
S14,D033,1213.16,48.5264,33.9685,82.4949,0.075216,0.127382,22.06,0.2285,0.0261
S14,D034,1155.63,46.2252,32.3576,78.5828,0.071649,0.121341,21.01,0.2262,0.0258
S14,D035,932.16,37.2864,26.1005,63.3869,0.057794,0.097877,16.95,0.2173,0.0247
S14,D036,1203.73,48.1492,33.7044,81.8536,0.074631,0.126392,21.89,0.2281,0.026
S14,D037,1052.97,42.1188,29.4832,71.602,0.065284,0.110562,19.14,0.2221,0.0253
S14,D038,469.15,18.766,13.1362,31.9022,0.029087,0.049261,8.53,0.1988,0.0223
S14,D039,460.21,18.4084,12.8859,31.2943,0.028533,0.048322,8.37,0.1984,0.0223
S14,D040,318.62,12.7448,8.9214,21.6662,0.019754,0.033455,5.79,0.1927,0.0216
S14,D041,281.12,11.2448,7.8714,19.1162,0.017429,0.029518,5.11,0.1912,0.0214
S14,D042,348.67,13.9468,9.7628,23.7096,0.021618,0.03661,6.34,0.1939,0.0217
S14,D043,380.8,15.232,10.6624,25.8944,0.02361,0.039984,6.92,0.1952,0.0219
S14,D044,1304.54,52.1816,36.5271,88.7087,0.080881,0.136977,23.72,0.2322,0.0265
S14,D045,1348.13,53.9252,37.7476,91.6728,0.083584,0.141554,24.51,0.2339,0.0267
S14,D046,1268.19,50.7276,35.5093,86.2369,0.078628,0.13316,23.06,0.2307,0.0263
S14,D047,1501.11,60.0444,42.0311,102.0755,0.093069,0.157617,27.29,0.24,0.0275
S14,D048,1388.44,55.5376,38.8763,94.4139,0.086083,0.145786,25.24,0.2355,0.0269
S14,D049,1292.58,51.7032,36.1922,87.8954,0.08014,0.135721,23.5,0.2317,0.0265
S14,D050,823.86,32.9544,23.0681,56.0225,0.051079,0.086505,14.98,0.213,0.0241
S14,D051,993.98,39.7592,27.8314,67.5906,0.061627,0.104368,18.07,0.2198,0.025
S14,D052,586.53,23.4612,16.4228,39.884,0.036365,0.061586,10.66,0.2035,0.0229
S14,D053,698.99,27.9596,19.5717,47.5313,0.043337,0.073394,12.71,0.208,0.0235
S14,D054,983.97,39.3588,27.5512,66.91,0.061006,0.103317,17.89,0.2194,0.0249
S14,D055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.02
S14,D056,90.33,3.6132,2.5292,6.1424,0.0056,0.009485,1.64,0.1836,0.0205
S14,D057,63.71,2.5484,1.7839,4.3323,0.00395,0.00669,1.16,0.1825,0.0203
S14,D058,189.53,7.5812,5.3068,12.888,0.011751,0.019901,3.45,0.1876,0.0209
S14,D059,97.84,3.9136,2.7395,6.6531,0.006066,0.010273,1.78,0.1839,0.0205
S14,D060,1112.46,44.4984,31.1489,75.6473,0.068973,0.116808,20.23,0.2245,0.0256
S14,D061,901.3,36.052,25.2364,61.2884,0.055881,0.094636,16.39,0.2161,0.0245
S14,D062,1141.95,45.678,31.9746,77.6526,0.070801,0.119905,20.76,0.2257,0.0257
S14,D063,1458.46,58.3384,40.8369,99.1753,0.090425,0.153138,26.52,0.2383,0.0273
S14,D064,1312.49,52.4996,36.7497,89.2493,0.081374,0.137811,23.86,0.2325,0.0266
S14,D065,1142.58,45.7032,31.9922,77.6954,0.07084,0.119971,20.77,0.2257,0.0257
S14,D066,1021.76,40.8704,28.6093,69.4797,0.063349,0.107285,18.58,0.2209,0.0251
S14,D067,1057.18,42.2872,29.601,71.8882,0.065545,0.111004,19.22,0.2223,0.0253
S14,D068,1007.95,40.318,28.2226,68.5406,0.062493,0.105835,18.33,0.2203,0.025
S14,D069,998.4,39.936,27.9552,67.8912,0.061901,0.104832,18.15,0.2199,0.025
S14,D070,1083.07,43.3228,30.326,73.6488,0.06715,0.113722,19.69,0.2233,0.0254
S14,D071,1205.3,48.212,33.7484,81.9604,0.074729,0.126556,21.91,0.2282,0.026
S14,D072,1130.51,45.2204,31.6543,76.8747,0.070092,0.118704,20.55,0.2252,0.0257
S14,D073,864.01,34.5604,24.1923,58.7527,0.053569,0.090721,15.71,0.2146,0.0243
S14,D074,835.33,33.4132,23.3892,56.8024,0.05179,0.08771,15.19,0.2134,0.0242
S14,D075,1009.88,40.3952,28.2766,68.6718,0.062613,0.106037,18.36,0.2204,0.025
S14,D076,977.75,39.11,27.377,66.487,0.060621,0.102664,17.78,0.2191,0.0249
S14,D077,593.29,23.7316,16.6121,40.3437,0.036784,0.062295,10.79,0.2037,0.023
S14,D078,575.68,23.0272,16.119,39.1462,0.035692,0.060446,10.47,0.203,0.0229
S14,D079,371.81,14.8724,10.4107,25.2831,0.023052,0.03904,6.76,0.1949,0.0219
S14,D080,699.09,27.9636,19.5745,47.5381,0.043344,0.073404,12.71,0.208,0.0235
S14,D081,662.96,26.5184,18.5629,45.0813,0.041104,0.069611,12.05,0.2065,0.0233
S14,D082,994.27,39.7708,27.8396,67.6104,0.061645,0.104398,18.08,0.2198,0.025
S14,D083,773.25,30.93,21.651,52.581,0.047942,0.081191,14.06,0.2109,0.0239
S14,D084,913.47,36.5388,25.5772,62.116,0.056635,0.095914,16.61,0.2165,0.0246
S14,D085,2086.97,83.4788,58.4352,141.914,0.129392,0.219132,37.94,0.2635,0.0304
S14,D086,1976.92,79.0768,55.3538,134.4306,0.122569,0.207577,35.94,0.2591,0.0299
S14,D087,1873.04,74.9216,52.4451,127.3667,0.116128,0.196669,34.06,0.2549,0.0294
S14,D088,1920.83,76.8332,53.7832,130.6164,0.119091,0.201687,34.92,0.2568,0.0296
S14,D089,250.79,10.0316,7.0221,17.0537,0.015549,0.026333,4.56,0.19,0.0213
S14,D090,328.45,13.138,9.1966,22.3346,0.020364,0.034487,5.97,0.1931,0.0216
S14,D091,238.84,9.5536,6.6875,16.2411,0.014808,0.025078,4.34,0.1896,0.0212
S14,D092,600.99,24.0396,16.8277,40.8673,0.037261,0.063104,10.93,0.204,0.023
S14,D093,616.19,24.6476,17.2533,41.9009,0.038204,0.0647,11.2,0.2046,0.0231
S14,D094,495.66,19.8264,13.8785,33.7049,0.030731,0.052044,9.01,0.1998,0.0225
S14,D095,990.86,39.6344,27.7441,67.3785,0.061433,0.10404,18.02,0.2196,0.025
S14,D096,1125.84,45.0336,31.5235,76.5571,0.069802,0.118213,20.47,0.225,0.0256
S14,D097,873.01,34.9204,24.4443,59.3647,0.054127,0.091666,15.87,0.2149,0.0244
S14,D098,839.24,33.5696,23.4987,57.0683,0.052033,0.08812,15.26,0.2136,0.0242
S14,D099,866.69,34.6676,24.2673,58.9349,0.053735,0.091002,15.76,0.2147,0.0243
S14,D100,1625.8,65.032,45.5224,110.5544,0.1008,0.170709,29.56,0.245,0.0281
S15,D001,1654.84,66.1936,46.3355,112.5291,0.1026,0.173758,30.09,0.2462,0.0283
S15,D002,1575.38,63.0152,44.1106,107.1258,0.097674,0.165415,28.64,0.243,0.0279
S15,D003,970.13,38.8052,27.1636,65.9688,0.060148,0.101864,17.64,0.2188,0.0249
S15,D004,1536.22,61.4488,43.0142,104.463,0.095246,0.161303,27.93,0.2414,0.0277
S15,D005,1381.97,55.2788,38.6952,93.974,0.085682,0.145107,25.13,0.2353,0.0269
S15,D006,1615.13,64.6052,45.2236,109.8288,0.100138,0.169589,29.37,0.2446,0.0281
S15,D007,1409.97,56.3988,39.4792,95.878,0.087418,0.148047,25.64,0.2364,0.027
S15,D008,1110.75,44.43,31.101,75.531,0.068866,0.116629,20.2,0.2244,0.0256
S15,D009,886.98,35.4792,24.8354,60.3146,0.054993,0.093133,16.13,0.2155,0.0244
S15,D010,919.59,36.7836,25.7485,62.5321,0.057015,0.096557,16.72,0.2168,0.0246
S15,D011,1162.74,46.5096,32.5567,79.0663,0.07209,0.122088,21.14,0.2265,0.0258
S15,D012,626.96,25.0784,17.5549,42.6333,0.038872,0.065831,11.4,0.2051,0.0231
S15,D013,734.47,29.3788,20.5652,49.944,0.045537,0.077119,13.35,0.2094,0.0237
S15,D014,1282.36,51.2944,35.9061,87.2005,0.079506,0.134648,23.32,0.2313,0.0264
S15,D015,1103.61,44.1444,30.9011,75.0455,0.068424,0.115879,20.07,0.2241,0.0255
S15,D016,686.27,27.4508,19.2156,46.6664,0.042549,0.072058,12.48,0.2075,0.0234
S15,D017,1190.4,47.616,33.3312,80.9472,0.073805,0.124992,21.64,0.2276,0.026
